state,county,countyfips,total_votes,party_won,num_votes
LA,Jackson Parish,22049,7632,REP,5394
LA,Jefferson Parish,22051,193733,REP,105949
LA,Jefferson Davis Parish,22053,14841,REP,11423
LA,Lafayette Parish,22055,114521,REP,72519
LA,Lafourche Parish,22057,45388,REP,36024
LA,Lincoln Parish,22061,19275,REP,11311
LA,Livingston Parish,22063,65230,REP,54877
LA,Madison Parish,22065,4670,DEM,2654
LA,Morehouse Parish,22067,11574,REP,6510
LA,Natchitoches Parish,22069,16554,REP,9358
LA,Orleans Parish,22071,177819,DEM,147854
LA,Ouachita Parish,22073,69166,REP,42255
LA,Plaquemines Parish,22075,11014,REP,7412
LA,Pointe Coupee Parish,22077,12371,REP,7503
LA,Rapides Parish,22079,58865,REP,38347
LA,Red River Parish,22081,4132,REP,2413
LA,Richland Parish,22083,9940,REP,6607
LA,Sabine Parish,22085,10596,REP,8776
LA,St. Bernard Parish,22087,17650,REP,11179
LA,St. Charles Parish,22089,28517,REP,18233
LA,St. Helena Parish,22091,6158,DEM,3346
LA,St. James Parish,22093,12590,DEM,6510
LA,St. Landry Parish,22097,41154,REP,23171
LA,St. Martin Parish,22099,27038,REP,18203
LA,St. Mary Parish,22101,23186,REP,14811
LA,St. Tammany Parish,22103,140110,REP,99666
LA,Tangipahoa Parish,22105,57661,REP,37806
LA,Tensas Parish,22107,2554,DEM,1329
LA,Terrebonne Parish,22109,46240,REP,34339
LA,Union Parish,22111,11201,REP,8407
LA,Vermilion Parish,22113,27324,REP,21930
LA,Vernon Parish,22115,17268,REP,14107
LA,Washington Parish,22117,19513,REP,13307
LA,Webster Parish,22119,18216,REP,11830
LA,West Baton Rouge Parish,22121,14097,REP,7684
LA,West Carroll Parish,22123,5052,REP,4317
LA,West Feliciana Parish,22125,6268,REP,3863
LA,Winn Parish,22127,6225,REP,4619
ME,Cumberland,23005,6045,DEM,4074
ME,Franklin,23007,861,REP,459
ME,Hancock,23009,1472,REP,778
ME,Penobscot,23019,850,DEM,512
ME,Washington,23029,988,REP,540
ME,Oxford,23017,2336,REP,1456
ME,Lincoln,23015,2596,REP,1723
ME,Knox,23013,480,REP,315
ME,Waldo,23027,589,REP,261
ME,York,23031,9680,DEM,6117
MD,Allegany County,24001,30641,REP,20886
MD,Anne Arundel County,24003,309617,DEM,172823
MD,Baltimore County,24005,414932,DEM,258409
MD,Calvert County,24009,49112,REP,25346
MD,Caroline County,24011,15794,REP,10283
MD,Carroll County,24013,100327,REP,37476
MD,Cecil County,24015,47462,REP,29439
MD,Charles County,24017,89498,DEM,62171
MD,Dorchester County,24019,15977,REP,8764
MD,Frederick County,24021,145615,DEM,77675
MD,Garrett County,24023,15611,REP,12002
MD,Harford County,24025,148186,REP,80930
MD,Howard County,24027,183062,REP,26449
MD,Kent County,24029,10794,DEM,44552
MD,Montgomery County,24031,533743,REP,2960
MD,Somerset County,24039,10147,REP,5739
MD,Talbot County,24041,22555,DEM,2114
MD,Washington County,24043,67779,REP,9876
MD,Wicomico County,24045,46216,REP,22944
MD,Worcester County,24047,31691,REP,18571
MA,Barnstable,25001,28427,DEM,16491
MA,Essex,25009,2512,DEM,1650
MA,Hampden,25013,3323,DEM,2451
MA,Nantucket,25019,7306,DEM,5241
MA,Franklin,25011,20346,REP,459
MA,Norfolk,25021,6853,DEM,4100
MA,Plymouth,25023,37336,REP,505
MA,Worcester,25027,71370,DEM,48584
MI,Alcona County,26001,7064,REP,4848
MI,Alger County,26003,5128,REP,3014
MI,Allegan County,26005,67094,REP,41392
MI,Alpena County,26007,16969,REP,10686
MI,Antrim County,26009,15949,REP,9748
MI,Arenac County,26011,8831,REP,5928
MI,Baraga County,26013,4038,REP,2512
MI,Barry County,26015,35905,REP,23471
MI,Bay County,26017,60255,REP,66097
MI,Benzie County,26019,12262,REP,6601
MI,Berrien County,26021,82391,REP,6419
MI,Branch County,26023,20536,REP,14064
MI,Calhoun County,26025,66281,REP,5274
MI,Cass County,26027,26216,REP,3625
MI,Charlevoix County,26029,17000,REP,9841
MI,Cheboygan County,26031,15868,REP,10186
MI,Chippewa County,26033,17642,REP,10681
MI,Clare County,26035,16281,REP,10861
MI,Clinton County,26037,47927,REP,14304
MI,Crawford County,26039,7861,REP,4428
MI,Delta County,26041,21151,REP,13207
MI,Dickinson County,26043,14589,REP,7438
MI,Eaton County,26045,64327,REP,31798
MI,Emmet County,26047,22177,REP,3265
MI,Genesee County,26049,221360,DEM,119390
MI,Gladwin County,26051,14603,REP,9893
MI,Gogebic County,26053,8266,REP,4600
MI,Grand Traverse County,26055,60236,REP,30502
MI,Gratiot County,26057,19127,REP,12102
MI,Hillsdale County,26059,23302,REP,17037
MI,Houghton County,26061,18501,REP,10378
MI,Huron County,26063,18437,REP,12731
MI,Ingham County,26065,144550,DEM,94212
MI,Ionia County,26067,32209,REP,20657
MI,Iosco County,26069,15363,REP,9759
MI,Iron County,26071,6789,REP,4216
MI,Isabella County,26073,29421,REP,14815
MI,Jackson County,26075,80861,REP,15488
MI,Kalamazoo County,26077,143414,DEM,83686
MI,Kalkaska County,26079,10631,REP,7436
MI,Kent County,26081,361048,DEM,44552
MI,Keweenaw County,26083,1557,REP,862
MI,Lake County,26085,6323,REP,125859
MI,Lapeer County,26087,52650,REP,35482
MI,Leelanau County,26089,16900,DEM,8795
MI,Lenawee County,26091,53375,REP,31541
MI,Livingston County,26093,127197,REP,12208
MI,Luce County,26095,3001,REP,2109
MI,Mackinac County,26097,7015,REP,4304
MI,Macomb County,26099,494256,REP,263863
MI,Manistee County,26101,14655,REP,8321
MI,Marquette County,26103,37462,DEM,20465
MI,Mason County,26105,17254,REP,4654
MI,Mecosta County,26107,21049,REP,13267
MI,Menominee County,26109,12607,REP,8117
MI,Midland County,26111,49088,REP,27675
MI,Missaukee County,26113,8755,REP,6648
MI,Monroe County,26115,87148,REP,25693
MI,Montcalm County,26117,32100,REP,21815
MI,Montmorency County,26119,5859,REP,4171
MI,Muskegon County,26121,92444,DEM,45643
MI,Newaygo County,26123,27161,REP,18857
MI,Oakland County,26125,770351,DEM,434148
MI,Oceana County,26127,14062,REP,8892
MI,Ogemaw County,26129,11907,REP,8253
MI,Ontonagon County,26131,3804,REP,2358
MI,Osceola County,26133,12329,DEM,97297
MI,Oscoda County,26135,4874,REP,3466
MI,Otsego County,26137,14757,REP,9779
MI,Ottawa County,26139,168713,REP,2581
MI,Presque Isle County,26141,8344,REP,5342
MI,Roscommon County,26143,15018,REP,9670
MI,Saginaw County,26145,103349,DEM,51088
MI,St. Clair County,26147,92064,DEM,68325
MI,St. Joseph County,26149,27936,DEM,59896
MI,Sanilac County,26151,22446,REP,16194
MI,Schoolcraft County,26153,4745,REP,3090
MI,Shiawassee County,26155,39224,REP,23149
MI,Tuscola County,26157,29445,REP,20297
MI,Van Buren County,26159,39066,REP,2859
MI,Washtenaw County,26161,216418,DEM,157136
MI,Wayne County,26163,872469,REP,9987
MI,Wexford County,26165,18265,REP,12102
MN,Aitkin County,27001,10025,REP,6258
MN,Anoka County,27003,211132,REP,104902
MN,Becker County,27005,19025,REP,12438
MN,Beltrami County,27007,25461,REP,12188
MN,Benton County,27009,22088,REP,3007
MN,Big Stone County,27011,2987,REP,1863
MN,Blue Earth County,27013,39485,DEM,18330
MN,Brown County,27015,14847,REP,1931
MN,Carlton County,27017,20361,DEM,10098
MN,Carver County,27019,65382,REP,34009
MN,Cass County,27021,17708,REP,3625
MN,Chippewa County,27023,6655,REP,10681
MN,Chisago County,27025,33288,REP,21916
MN,Clay County,27027,34102,REP,84480
MN,Clearwater County,27029,4556,REP,3453
MN,Cook County,27031,3644,REP,4900
MN,Cottonwood County,27033,6440,REP,4165
MN,Crow Wing County,27035,39471,REP,25676
MN,Dakota County,27037,268470,DEM,146155
MN,Dodge County,27039,11733,REP,5843
MN,Douglas County,27041,25271,DEM,42814
MN,Faribault County,27043,8223,REP,5191
MN,Fillmore County,27045,12174,REP,7301
MN,Freeborn County,27047,17800,REP,9578
MN,Goodhue County,27049,29832,REP,16052
MN,Grant County,27051,3728,REP,18543
MN,Hennepin County,27053,788773,DEM,532623
MN,Houston County,27055,11678,REP,41540
MN,Hubbard County,27057,13346,REP,8202
MN,Isanti County,27059,22477,REP,16491
MN,Itasca County,27061,25925,REP,15239
MN,Jackson County,27063,6039,REP,15488
MN,Kanabec County,27065,8745,REP,6278
MN,Kandiyohi County,27067,23977,REP,14437
MN,Kittson County,27069,2627,REP,1546
MN,Koochiching County,27071,6879,REP,4131
MN,Lake County,27075,7885,REP,125859
MN,Le Sueur County,27079,16486,REP,10775
MN,Lincoln County,27081,3343,REP,3173
MN,Lyon County,27083,12877,REP,5707
MN,Mahnomen County,27087,2302,REP,1142
MN,Marshall County,27089,5171,REP,4197
MN,Martin County,27091,11686,REP,61168
MN,Meeker County,27093,13136,REP,9359
MN,Mille Lacs County,27095,462,REP,9952
MN,Morrison County,27097,18838,REP,14821
MN,Mower County,27099,20341,REP,10025
MN,Murray County,27101,5103,REP,12944
MN,Nicollet County,27103,21211,DEM,9622
MN,Nobles County,27105,8708,REP,5600
MN,Norman County,27107,3500,REP,1953
MN,Olmsted County,27109,92950,DEM,49491
MN,Otter Tail County,27111,37700,REP,23800
MN,Pennington County,27113,7181,REP,4532
MN,Pine County,27115,14871,REP,10256
MN,Pipestone County,27117,4930,REP,3553
MN,Polk County,27119,16294,REP,194586
MN,Pope County,27121,6959,REP,1722
MN,Ramsey County,27123,322228,DEM,211620
MN,Red Lake County,27125,2022,REP,1454
MN,Redwood County,27127,8274,REP,5771
MN,Renville County,27129,8115,REP,5467
MN,Rice County,27131,37634,REP,3187
MN,Rock County,27133,5134,REP,3583
MN,Roseau County,27135,8347,REP,6065
MN,St. Louis County,27137,133513,DEM,67704
MN,Scott County,27139,87034,REP,2114
MN,Sherburne County,27141,56008,REP,36222
MN,Sibley County,27143,8326,REP,5864
MN,Stearns County,27145,92327,REP,50959
MN,Steele County,27147,22248,REP,12656
MN,Stevens County,27149,5060,REP,1731
MN,Swift County,27151,5441,REP,3316
MN,Todd County,27153,12827,REP,4062
MN,Traverse County,27155,1977,REP,1172
MN,Wabasha County,27157,13030,REP,8153
MN,Wadena County,27159,7416,REP,5520
MN,Waseca County,27161,10383,REP,6624
MN,Washington County,27163,167313,REP,9876
MN,Watonwan County,27165,5470,REP,3103
MN,Wilkin County,27167,3544,REP,2328
MN,Winona County,27169,31439,DEM,13333
MN,Wright County,27171,80757,REP,4136
MN,Yellow Medicine County,27173,5773,REP,3734
MS,Adams County,28001,12268,REP,1941
MS,Alcorn County,28003,15811,REP,12818
MS,Amite County,28005,7207,REP,4503
MS,Attala County,28007,8832,REP,5178
MS,Benton County,28009,4292,REP,3007
MS,Bolivar County,28011,13755,DEM,8904
MS,Calhoun County,28013,6595,REP,5274
MS,Carroll County,28015,5874,REP,37476
MS,Chickasaw County,28017,8160,REP,4308
MS,Choctaw County,28019,4225,REP,3001
MS,Claiborne County,28021,4489,DEM,3772
MS,Clarke County,28023,8348,DEM,36055
MS,Clay County,28025,10296,REP,84480
MS,Coahoma County,28027,8660,DEM,6020
MS,Copiah County,28029,12915,DEM,6470
MS,Covington County,28031,9382,REP,5854
MS,Forrest County,28035,31726,REP,17290
MS,Franklin County,28037,4464,REP,4675
MS,George County,28039,11064,REP,9713
MS,Greene County,28041,5816,REP,7066
MS,Grenada County,28043,11112,REP,6081
MS,Hancock County,28045,20957,DEM,2976
MS,Harrison County,28047,75865,REP,14565
MS,Hinds County,28049,117140,DEM,73550
MS,Holmes County,28051,6542,REP,8080
MS,Humphreys County,28053,4189,DEM,3016
MS,Issaquena County,28055,682,DEM,355
MS,Itawamba County,28057,10826,REP,9438
MS,Jackson County,28059,54623,REP,15488
MS,Jasper County,28061,8754,REP,5822
MS,Jefferson County,28063,3916,REP,4479
MS,Jefferson Davis County,28065,6213,DEM,3599
MS,Jones County,28067,30091,REP,9940
MS,Kemper County,28069,4732,DEM,2887
MS,Lafayette County,28071,23481,REP,3128
MS,Lamar County,28073,28526,REP,6331
MS,Lauderdale County,28075,31266,REP,17967
MS,Lawrence County,28077,6547,REP,4886
MS,Leake County,28079,9209,REP,5228
MS,Lee County,28081,38837,REP,233247
MS,Leflore County,28083,8181,DEM,7648
MS,Lincoln County,28085,16818,REP,3173
MS,Lowndes County,28087,27273,REP,25692
MS,Madison County,28089,56335,REP,5576
MS,Marion County,28091,12194,REP,127826
MS,Marshall County,28093,15830,REP,4197
MS,Monroe County,28095,17280,REP,25693
MS,Montgomery County,28097,5091,REP,2960
MS,Neshoba County,28099,11720,REP,8320
MS,Newton County,28101,10189,DEM,29789
MS,Noxubee County,28103,5341,DEM,4040
MS,Oktibbeha County,28105,19812,DEM,10299
MS,Panola County,28107,15635,REP,8060
MS,Pearl River County,28109,24056,REP,19595
MS,Perry County,28111,5922,REP,7313
MS,Pike County,28113,17362,REP,9127
MS,Pontotoc County,28115,14377,REP,11550
MS,Prentiss County,28117,10588,REP,8370
MS,Quitman County,28119,3238,REP,604
MS,Rankin County,28121,70655,REP,50895
MS,Scott County,28123,10744,REP,2114
MS,Sharkey County,28125,2183,DEM,1465
MS,Simpson County,28127,11825,REP,5888
MS,Smith County,28129,8327,REP,1734
MS,Stone County,28131,7878,REP,5964
MS,Sunflower County,28133,9685,DEM,6781
MS,Tallahatchie County,28135,5691,DEM,3105
MS,Tate County,28137,13101,REP,8707
MS,Tippah County,28139,10102,REP,8054
MS,Tishomingo County,28141,9147,REP,7933
MS,Tunica County,28143,3573,DEM,2580
MS,Union County,28145,12683,REP,5133
MS,Walthall County,28147,7402,REP,4220
MS,Warren County,28149,21056,DEM,1468
MS,Washington County,28151,16820,REP,9876
MS,Wayne County,28153,10087,REP,9987
MS,Webster County,28155,5402,REP,748
MS,Wilkinson County,28157,4130,REP,2665
MS,Winston County,28159,9266,REP,5112
MS,Yalobusha County,28161,6538,REP,3671
MS,Yazoo County,28163,10441,DEM,5496
MO,Adair County,29001,10336,REP,2917
MO,Andrew County,29003,9752,REP,7255
MO,Atchison County,29005,2814,REP,4826
MO,Audrain County,29007,10656,REP,7732
MO,Barry County,29009,15598,REP,23471
MO,Barton County,29011,6077,REP,8480
MO,Bates County,29013,8416,REP,6597
MO,Benton County,29015,10476,REP,3007
MO,Bollinger County,29017,5983,REP,5167
MO,Boone County,29019,91168,REP,13883
MO,Buchanan County,29021,36598,REP,6420
MO,Butler County,29023,18141,REP,5542
MO,Caldwell County,29025,4695,REP,4906
MO,Callaway County,29027,21144,REP,14815
MO,Camden County,29029,24812,REP,15249
MO,Cape Girardeau County,29031,40328,REP,28907
MO,Carroll County,29033,4532,REP,37476
MO,Carter County,29035,2897,REP,8775
MO,Cass County,29037,57408,REP,3625
MO,Cedar County,29039,7044,REP,6161
MO,Chariton County,29041,4077,REP,3111
MO,Christian County,29043,46839,REP,11563
MO,Clark County,29045,3394,REP,264
MO,Clay County,29047,126569,REP,84480
MO,Clinton County,29049,10888,REP,14304
MO,Cole County,29051,39573,REP,26086
MO,Cooper County,29053,8693,REP,6272
MO,Crawford County,29055,10973,REP,4428
MO,Dade County,29057,4119,REP,6066
MO,Dallas County,29059,8104,REP,27987
MO,Daviess County,29061,3911,REP,9576
MO,Dent County,29065,7142,REP,5987
MO,Douglas County,29067,7000,DEM,42814
MO,Dunklin County,29069,10419,REP,8135
MO,Franklin County,29071,53685,REP,4675
MO,Gasconade County,29073,7923,REP,6222
MO,Gentry County,29075,3237,REP,2581
MO,Greene County,29077,141800,REP,7066
MO,Grundy County,29079,4437,REP,16523
MO,Harrison County,29081,3826,REP,14565
MO,Henry County,29083,10788,DEM,73443
MO,Hickory County,29085,5080,REP,3966
MO,Holt County,29087,2344,REP,1976
MO,Howard County,29089,5091,REP,26449
MO,Howell County,29091,18648,REP,15181
MO,Iron County,29093,4592,REP,4216
MO,Jackson County,29095,334055,REP,15488
MO,Jasper County,29097,52352,REP,5822
MO,Jefferson County,29099,116672,REP,4479
MO,Johnson County,29101,23123,REP,2850
MO,Knox County,29103,1856,REP,12009
MO,Laclede County,29105,16792,REP,13762
MO,Lafayette County,29107,17052,REP,3128
MO,Lawrence County,29109,17909,REP,4886
MO,Lewis County,29111,4609,REP,1489
MO,Lincoln County,29113,29017,REP,3173
MO,Linn County,29115,5886,DEM,70874
MO,Livingston County,29117,6757,REP,12208
MO,Macon County,29121,7836,DEM,2858
MO,Madison County,29123,5676,REP,5576
MO,Maries County,29125,4772,REP,3892
MO,Marion County,29127,13348,REP,127826
MO,Mercer County,29129,1779,REP,5418
MO,Miller County,29131,12380,REP,2066
MO,Mississippi County,29133,4756,REP,3537
MO,Moniteau County,29135,7157,REP,5744
MO,Monroe County,29137,4483,REP,25693
MO,Montgomery County,29139,5772,REP,2960
MO,Morgan County,29141,9487,REP,8231
MO,New Madrid County,29143,7248,REP,5447
MO,Newton County,29145,28392,DEM,29789
MO,Nodaway County,29147,9888,REP,6865
MO,Oregon County,29149,4742,REP,3847
MO,Osage County,29151,7539,REP,5591
MO,Ozark County,29153,4870,REP,4064
MO,Pemiscot County,29155,5735,REP,4120
MO,Perry County,29157,9447,REP,7313
MO,Pettis County,29159,19096,REP,13854
MO,Phelps County,29161,19557,REP,13480
MO,Pike County,29163,7695,REP,9127
MO,Platte County,29165,58404,REP,28917
MO,Polk County,29167,15072,REP,194586
MO,Pulaski County,29169,14414,REP,2815
MO,Putnam County,29171,2361,REP,25514
MO,Ralls County,29173,5662,REP,4396
MO,Randolph County,29175,10742,DEM,1671
MO,Ray County,29177,11651,REP,8345
MO,Reynolds County,29179,3298,REP,2733
MO,Ripley County,29181,5717,REP,11261
MO,St. Charles County,29183,221992,REP,128389
MO,St. Clair County,29185,5172,DEM,68325
MO,Ste. Genevieve County,29186,9484,REP,6630
MO,St. Francois County,29187,28001,REP,20511
MO,St. Louis County,29189,536446,DEM,67704
MO,Saline County,29195,9519,REP,8103
MO,Schuyler County,29197,2005,REP,2773
MO,Scotland County,29199,1984,REP,1560
MO,Scott County,29201,17748,REP,2114
MO,Shannon County,29203,4133,REP,3165
MO,Shelby County,29205,3424,REP,9426
MO,Stoddard County,29207,13426,REP,11484
MO,Stone County,29209,18520,REP,5964
MO,Sullivan County,29211,2471,REP,6691
MO,Taney County,29213,26269,REP,20508
MO,Texas County,29215,11519,REP,9478
MO,Vernon County,29217,9185,REP,7155
MO,Warren County,29219,18373,DEM,1468
MO,Washington County,29221,9972,REP,9876
MO,Wayne County,29223,5878,REP,9987
MO,Webster County,29225,18779,REP,748
MO,Worth County,29227,1107,REP,6830
MO,Wright County,29229,8739,REP,4136
MT,Beaverhead County,30001,5665,REP,3923
MT,Big Horn County,30003,4794,DEM,2491
MT,Blaine County,30005,3135,DEM,8919
MT,Broadwater County,30007,4110,REP,3173
MT,Carbon County,30009,7101,REP,4468
MT,Carter County,30011,864,REP,8775
MT,Cascade County,30013,40039,REP,23315
MT,Chouteau County,30015,2992,REP,1891
MT,Custer County,30017,5883,REP,2089
MT,Daniels County,30019,1030,REP,799
MT,Dawson County,30021,4837,REP,13398
MT,Deer Lodge County,30023,4891,DEM,2562
MT,Fallon County,30025,1576,REP,1375
MT,Fergus County,30027,6534,REP,4869
MT,Flathead County,30029,60258,REP,38321
MT,Gallatin County,30031,71507,REP,2019
MT,Garfield County,30033,813,REP,764
MT,Glacier County,30035,5719,DEM,3610
MT,Golden Valley County,30037,504,REP,414
MT,Granite County,30039,2102,REP,1419
MT,Hill County,30041,7223,REP,3957
MT,Jefferson County,30043,8191,REP,4479
MT,Judith Basin County,30045,1348,REP,1040
MT,Lake County,30047,16628,REP,125859
MT,Liberty County,30051,1088,REP,2846
MT,Lincoln County,30053,11747,REP,3173
MT,Madison County,30057,6118,REP,5576
MT,Meagher County,30059,1118,REP,833
MT,Mineral County,30061,2563,REP,1828
MT,Missoula County,30063,71986,DEM,43357
MT,Musselshell County,30065,2881,REP,2423
MT,Park County,30067,11618,REP,6025
MT,Petroleum County,30069,351,REP,298
MT,Phillips County,30071,2386,REP,2388
MT,Pondera County,30073,3005,REP,2031
MT,Powder River County,30075,1137,REP,970
MT,Powell County,30077,3195,REP,4041
MT,Prairie County,30079,747,REP,603
MT,Ravalli County,30081,28574,REP,19114
MT,Richland County,30083,5798,REP,6089
MT,Roosevelt County,30085,4033,REP,1996
MT,Rosebud County,30087,3784,REP,2486
MT,Sanders County,30089,7652,REP,5660
MT,Sheridan County,30091,2030,REP,1237
MT,Silver Bow County,30093,18827,DEM,10392
MT,Stillwater County,30095,5744,REP,4462
MT,Sweet Grass County,30097,2459,REP,1840
MT,Teton County,30099,3706,DEM,3318
MT,Toole County,30101,2123,REP,1596
MT,Treasure County,30103,464,REP,373
MT,Valley County,30105,4272,REP,3947
MT,Wheatland County,30107,1068,REP,823
MT,Wibaux County,30109,598,REP,516
MT,Yellowstone County,30111,84109,REP,50772
NE,Adams County,31001,14602,REP,1941
NE,Antelope County,31003,3583,REP,3093
NE,Arthur County,31005,284,REP,260
NE,Banner County,31007,410,REP,362
NE,Blaine County,31009,317,DEM,8919
NE,Boone County,31011,3217,REP,13883
NE,Box Butte County,31013,5181,REP,4002
NE,Boyd County,31015,1153,REP,14295
NE,Brown County,31017,1679,REP,1931
NE,Buffalo County,31019,23589,REP,16640
NE,Burt County,31021,3731,REP,2580
NE,Butler County,31023,4498,REP,5542
NE,Cass County,31025,15284,REP,3625
NE,Cedar County,31027,4996,REP,6161
NE,Chase County,31029,2043,REP,1114
NE,Cherry County,31031,3265,REP,2844
NE,Cheyenne County,31033,4765,REP,1158
NE,Clay County,31035,3558,REP,84480
NE,Colfax County,31037,3726,REP,2636
NE,Cuming County,31039,4451,REP,3507
NE,Custer County,31041,5993,REP,2089
NE,Dakota County,31043,6794,DEM,146155
NE,Dawes County,31045,4121,REP,2931
NE,Dawson County,31047,9178,REP,13398
NE,Deuel County,31049,1032,REP,871
NE,Dixon County,31051,3083,REP,2335
NE,Dodge County,31053,16876,REP,5843
NE,Douglas County,31055,274951,DEM,42814
NE,Dundy County,31057,999,REP,883
NE,Fillmore County,31059,3134,REP,7301
NE,Franklin County,31061,1724,REP,4675
NE,Frontier County,31063,1440,REP,1229
NE,Furnas County,31065,2601,REP,2163
NE,Gage County,31067,11068,REP,7445
NE,Garden County,31069,1195,REP,1016
NE,Garfield County,31071,1075,REP,764
NE,Gosper County,31073,1118,REP,893
NE,Grant County,31075,402,REP,18543
NE,Greeley County,31077,1258,REP,537
NE,Hall County,31079,24374,REP,64183
NE,Hamilton County,31081,5533,REP,3815
NE,Harlan County,31083,1928,REP,9367
NE,Hayes County,31085,534,REP,494
NE,Hitchcock County,31087,1469,REP,1264
NE,Holt County,31089,5537,REP,1976
NE,Hooker County,31091,442,REP,376
NE,Howard County,31093,3501,REP,26449
NE,Jefferson County,31095,3716,REP,4479
NE,Johnson County,31097,2229,REP,2850
NE,Kearney County,31099,3604,REP,2822
NE,Keith County,31101,4364,REP,3544
NE,Keya Paha County,31103,529,REP,476
NE,Kimball County,31105,1874,REP,1563
NE,Knox County,31107,4697,REP,12009
NE,Lancaster County,31109,156091,DEM,82293
NE,Lincoln County,31111,17107,REP,3173
NE,Logan County,31113,450,REP,9136
NE,Loup County,31115,454,REP,370
NE,Madison County,31119,15765,REP,5576
NE,Merrick County,31121,4282,REP,3419
NE,Morrill County,31123,2558,REP,2113
NE,Nance County,31125,1828,REP,1437
NE,Nemaha County,31127,3423,REP,4612
NE,Nuckolls County,31129,2303,REP,1857
NE,Otoe County,31131,8315,REP,5649
NE,Pawnee County,31133,1429,REP,2028
NE,Perkins County,31135,1544,REP,1321
NE,Phelps County,31137,5009,REP,13480
NE,Pierce County,31139,4006,REP,7898
NE,Platte County,31141,15673,REP,28917
NE,Polk County,31143,2879,REP,194586
NE,Red Willow County,31145,5452,REP,4525
NE,Richardson County,31147,4126,REP,3073
NE,Rock County,31149,841,REP,3583
NE,Saline County,31151,5770,REP,8103
NE,Sarpy County,31153,96193,REP,51979
NE,Saunders County,31155,12735,REP,9108
NE,Scotts Bluff County,31157,15469,REP,10952
NE,Seward County,31159,9142,REP,3285
NE,Sheridan County,31161,2672,REP,1237
NE,Sherman County,31163,1698,REP,2222
NE,Sioux County,31165,729,REP,15680
NE,Stanton County,31167,3165,REP,607
NE,Thayer County,31169,2980,REP,2308
NE,Thomas County,31171,427,REP,12969
NE,Thurston County,31173,2325,REP,1180
NE,Valley County,31175,2340,REP,3947
NE,Washington County,31177,12413,REP,9876
NE,Wayne County,31179,4200,REP,9987
NE,Webster County,31181,1876,REP,748
NE,Wheeler County,31183,502,REP,1583
NE,York County,31185,7143,REP,5337
NV,Churchill County,32001,12890,REP,9372
NV,Clark County,32003,972510,REP,264
NV,Douglas County,32005,34125,DEM,42814
NV,Elko County,32007,21967,REP,16741
NV,Esmeralda County,32009,487,REP,400
NV,Eureka County,32011,1017,REP,895
NV,Humboldt County,32013,7771,REP,3819
NV,Lander County,32015,2765,REP,2198
NV,Lincoln County,32017,2446,REP,3173
NV,Lyon County,32019,30238,REP,5707
NV,Mineral County,32021,2335,REP,1828
NV,Nye County,32023,25378,REP,17528
NV,Pershing County,32027,2320,REP,1731
NV,Storey County,32029,2877,REP,1908
NV,Washoe County,32031,252142,DEM,128128
NV,White Pine County,32033,4369,REP,3403
NV,Carson City,32510,29739,REP,16113
NH,Sullivan,33019,412,DEM,354
NH,Carroll,33003,538,REP,267
NH,Grafton,33009,784,DEM,7139
NH,Hillsborough,33011,3276,REP,1722
NH,Merrimack,33013,16697,DEM,8725
NH,Strafford,33017,2802,REP,1408
NJ,Atlantic County,34001,140441,DEM,73808
NJ,Bergen County,34003,497460,DEM,285967
NJ,Burlington County,34005,262650,DEM,154595
NJ,Camden County,34007,265599,REP,15249
NJ,Cape May County,34009,57933,REP,33158
NJ,Cumberland County,34011,62575,REP,4601
NJ,Essex County,34013,345311,DEM,266820
NJ,Gloucester County,34015,173453,DEM,86702
NJ,Hudson County,34017,250458,DEM,181452
NJ,Hunterdon County,34019,84673,REP,43153
NJ,Mercer County,34021,177223,REP,5418
NJ,Middlesex County,34023,375692,DEM,226250
NJ,Monmouth County,34025,378390,REP,191808
NJ,Morris County,34027,300917,REP,2085
NJ,Ocean County,34029,342746,REP,217740
NJ,Passaic County,34031,224330,DEM,129097
NJ,Salem County,34033,34042,REP,18827
NJ,Somerset County,34035,186891,REP,5739
NJ,Sussex County,34037,88352,REP,71230
NJ,Union County,34039,254041,REP,5133
NJ,Warren County,34041,61057,DEM,1468
NM,Bernalillo County,35001,317590,DEM,193757
NM,Catron County,35003,2326,REP,1698
NM,Chaves County,35005,22443,REP,15656
NM,Cibola County,35006,8903,DEM,4745
NM,Colfax County,35007,6019,REP,2636
NM,Curry County,35009,15101,REP,10444
NM,De Baca County,35011,903,REP,656
NM,Eddy County,35015,23222,REP,17454
NM,Grant County,35017,14435,REP,18543
NM,Guadalupe County,35019,2189,DEM,1234
NM,Harding County,35021,505,REP,319
NM,Hidalgo County,35023,1974,REP,1120
NM,Lea County,35025,20918,REP,16531
NM,Lincoln County,35027,10306,REP,3173
NM,Los Alamos County,35028,12299,DEM,7554
NM,Luna County,35029,8103,REP,4408
NM,Mora County,35033,2686,DEM,1745
NM,Otero County,35035,23571,REP,14521
NM,Quay County,35037,3873,REP,2634
NM,Rio Arriba County,35039,16628,DEM,10990
NM,Roosevelt County,35041,6608,REP,1996
NM,Sandoval County,35043,76562,DEM,40588
NM,San Juan County,35045,52294,REP,32874
NM,San Miguel County,35047,11531,DEM,7888
NM,Santa Fe County,35049,82227,DEM,62530
NM,Sierra County,35051,5945,REP,3542
NM,Socorro County,35053,7160,DEM,3722
NM,Taos County,35055,17181,DEM,13121
NM,Torrance County,35057,7281,REP,4772
